"YR","PROGRAM","STATE","ID","REP","HT_Clay Center","HT_Lincoln","HT_Sidney","TW_Clay Center","TW_Lincoln","TW_Sidney","YLD_Clay Center","YLD_Lincoln","YLD_Sidney"
2014,"University of Nebraska"," NE","CO11D1341",2,78,92.9894,84,NA,800,801,3672,5333,4291
2014,"University of Nebraska"," NE","CO11D1353",2,88,88.011,94,NA,795,801,3322,4909,5084
2014,"University of Nebraska"," NE","CO11D1371",2,86,89.9922,89,NA,815,798,3067,4909,4748
2014,"University of Nebraska"," NE","CO11D1380",2,85,86.0044,80,NA,784,803,3255,4526,5017
2014,"University of Nebraska"," NE","CO11D1397",2,75,78.0034,80,NA,789,811,3215,4869,4667
2014,"University of Nebraska"," NE","CO11D1409",2,82,94.0054,90,NA,785,794,3396,5555,5151
2014,"University of Nebraska"," NE","CO11D1414",2,80,94.0054,82,NA,759,781,3262,4452,5306
2014,"University of Nebraska"," NE","CO11D1418",2,78,88.011,78,NA,816,819,3833,5071,4822
2014,"University of Nebraska"," NE","CO11D1431",2,82,86.0044,80,NA,792,762,3665,5077,4835
2014,"University of Nebraska"," NE","CO11D1539",2,86,94.0054,80,NA,771,759,3853,5703,3934
2014,"University of Nebraska"," NE","CO11D1542",2,84,94.0054,80,NA,755,792,3665,5232,3948
2014,"University of Nebraska"," NE","CO11D1543",2,90,97.9932,90,NA,776,771,3060,5306,3988
2014,"University of Nebraska"," NE","CO11D1545",2,82,94.0054,83,NA,775,771,3490,5454,4781
2014,"University of Nebraska"," NE","CO11D1555W",2,85,91.9988,80,NA,808,846,3571,4566,4627
2014,"University of Nebraska"," NE","CO11D1559",2,82,86.0044,82,NA,798,828,3201,4250,4122
2014,"University of Nebraska"," NE","CO11D1584",2,84,102.0064,90,NA,816,828,2858,4634,3598
2014,"University of Nebraska"," NE","CO11D1600W",2,82,99.9998,84,NA,788,798,3470,5185,4734
2014,"University of Nebraska"," NE","CO11D1615",2,80,91.9988,80,NA,733,798,2804,3901,4264
2014,"University of Nebraska"," NE","CO11D1620",2,78,88.011,80,NA,713,752,3510,3907,4654
2014,"University of Nebraska"," NE","CO11D1631",2,80,86.0044,85,NA,735,752,2663,4022,4573
2014,"University of Nebraska"," NE","CO11D1633",2,84,91.9988,90,NA,751,773,2845,3786,3820
2014,"University of Nebraska"," NE","CO11D1642",2,80,83.0072,77,NA,778,801,2300,4277,3107
2014,"University of Nebraska"," NE","CO11D1644",2,78,89.9922,75,NA,806,746,2589,4170,2979
2014,"University of Nebraska"," NE","CO11D1645",2,75,81.9912,78,NA,794,759,2972,4223,3463
2014,"University of Nebraska"," NE","CO11D1647",2,78,88.011,72,NA,796,798,3914,4943,4042
2014,"University of Nebraska"," NE","CO11D1654",2,72,88.011,77,NA,777,798,3336,4781,4990
2014,"University of Nebraska"," NE","CO11D1656",2,76,78.0034,70,NA,777,752,2475,4217,2730
2014,"University of Nebraska"," NE","CO11D1657",2,77,81.9912,74,NA,739,757,3329,4385,4015
2014,"University of Nebraska"," NE","CO11D1665",2,74,84.9884,75,NA,785,813,2972,4667,3685
2014,"University of Nebraska"," NE","CO11D1686",2,70,84.9884,72,NA,750,781,2354,4512,4102
2014,"University of Nebraska"," NE","CO11D1715",2,83,84.9884,78,NA,776,781,3201,4956,4008
2014,"University of Nebraska"," NE","CO11D1731",2,70,80.01,70,NA,776,801,1701,3504,2744
2014,"University of Nebraska"," NE","CO11D1746",2,80,88.011,77,NA,763,786,1809,4499,3457
2014,"University of Nebraska"," NE","CO11D1758W",2,82,91.9988,78,NA,779,825,3154,3578,3625
2014,"University of Nebraska"," NE","CO11D1767",2,78,83.9978,78,NA,757,767,3221,4728,4929
2014,"University of Nebraska"," NE","CO11D1789",2,80,94.0054,85,NA,761,803,2603,3988,4620
2014,"University of Nebraska"," NE","CO11D1799",2,72,89.9922,85,NA,765,794,3443,4425,4391
2014,"University of Nebraska"," NE","CT103",2,66,81.9912,80,NA,771,764,2818,4882,2690
2014,"University of Nebraska"," NE","CT110",2,70,88.011,70,NA,718,703,1688,3490,2239
2014,"University of Nebraska"," NE","CT111",2,74,83.9978,83,NA,769,740,2952,4210,3699
2014,"University of Nebraska"," NE","CT112",2,76,88.011,80,NA,767,752,1816,3147,2260
2014,"University of Nebraska"," NE","CT115",2,72,89.0016,80,NA,763,754,2112,4257,3423
2014,"University of Nebraska"," NE","CT125",2,80,94.0054,90,NA,773,703,2589,3847,2629
2014,"University of Nebraska"," NE","CT135",2,70,80.01,73,NA,780,703,2354,4008,2044
2014,"University of Nebraska"," NE","CT154",2,68,78.0034,75,NA,737,705,1722,3174,2979
2014,"University of Nebraska"," NE","CT163",2,68,84.9884,76,NA,730,757,1735,3793,3094
2014,"University of Nebraska"," NE","CT185",2,74,83.0072,79,NA,792,759,2979,4250,3174
2014,"University of Nebraska"," NE","CT194",2,74,88.011,70,NA,743,719,3329,4499,3948
2014,"University of Nebraska"," NE","CT199",2,80,86.995,84,NA,NA,767,2085,4082,4734
2014,"University of Nebraska"," NE","CT213",2,80,89.0016,84,NA,769,808,3235,4788,4977
2014,"University of Nebraska"," NE","CT224",2,75,89.9922,88,NA,766,762,1681,3800,2683
2014,"University of Nebraska"," NE","CT237",2,66,78.0034,74,NA,758,744,2455,3712,3383
2014,"University of Nebraska"," NE","CT30",2,68,78.0034,75,NA,774,776,1392,3396,2246
2014,"University of Nebraska"," NE","CT38",2,86,94.0054,86,NA,750,798,2784,4136,4015
2014,"University of Nebraska"," NE","CT64",2,70,81.9912,78,NA,780,771,1917,4405,3524
2014,"University of Nebraska"," NE","CT69",2,86,99.9998,90,NA,794,773,3107,4351,3793
2014,"University of Nebraska"," NE","CT95",2,75,81.0006,78,NA,792,828,3241,4365,3948
2014,"University of Nebraska"," NE","GOODSYN12",2,90,108.0008,90,NA,797,771,2784,4176,2629
2014,"University of Nebraska"," NE","GOODSYN17",2,104,115.0112,102,NA,781,776,2576,4102,3268
2014,"University of Nebraska"," NE","GOODSYN23",2,100,94.0054,98,NA,784,773,2784,4136,4170
2014,"University of Nebraska"," NE","GOODSYN28",2,100,91.9988,98,NA,775,781,2892,4721,4075
2014,"University of Nebraska"," NE","GOODSYN35",2,94,97.9932,94,NA,785,762,2677,4506,4647
2014,"University of Nebraska"," NE","GOODSYN37",2,95,94.0054,90,NA,768,757,1627,3430,3564
2014,"University of Nebraska"," NE","GOODSYN43",2,90,105.9942,102,NA,794,813,2280,4620,3490
2014,"University of Nebraska"," NE","GOODSYN44",2,98,111.9886,105,NA,792,776,2239,4580,3685
2014,"University of Nebraska"," NE","GOODSYN5",2,97,118.0084,115,NA,776,806,2287,4802,4015
2014,"University of Nebraska"," NE","GOODSYN51",2,85,102.997,90,NA,789,744,1432,4129,2629
2014,"University of Nebraska"," NE","GOODSYN58",2,90,110.0074,94,NA,783,773,1015,3927,3396
2014,"University of Nebraska"," NE","GOODSYN61",2,86,94.996,80,NA,778,789,1802,3598,2757
2014,"University of Nebraska"," NE","GOODSYN62",2,84,94.996,87,NA,770,757,1587,4143,2629
2014,"University of Nebraska"," NE","GOODSYN72",2,94,118.0084,105,NA,787,789,2105,4573,5017
2014,"University of Nebraska"," NE","GOODSYN8",2,98,118.0084,112,NA,781,767,2078,4802,3658
2014,"University of Nebraska"," NE","GOODSYN80",2,92,119.9896,115,NA,790,784,1917,4479,4990
2014,"University of Nebraska"," NE","GOODSYN82",2,94,102.0064,92,NA,802,779,3026,4882,4001
2014,"University of Nebraska"," NE","GOODSYN88",2,92,110.0074,100,NA,800,840,2764,4862,4371
2014,"University of Nebraska"," NE","HW_124",2,83,91.9988,88,NA,751,744,2952,4990,4291
2014,"University of Nebraska"," NE","HW_132",2,80,92.9894,82,NA,701,752,1903,4331,2757
2014,"University of Nebraska"," NE","HW_133",2,76,83.0072,80,NA,688,740,2495,4048,4573
2014,"University of Nebraska"," NE","HW_141",2,70,81.9912,73,NA,731,722,2468,4243,3295
2014,"University of Nebraska"," NE","HW_155",2,85,99.9998,90,NA,701,764,2966,3658,3564
2014,"University of Nebraska"," NE","HW_174",2,78,83.0072,74,NA,773,776,2616,4472,2192
2014,"University of Nebraska"," NE","HW_175",2,78,89.0016,85,NA,721,786,3275,3894,4022
2014,"University of Nebraska"," NE","HW_182",2,80,92.9894,78,NA,729,735,3309,4755,3658
2014,"University of Nebraska"," NE","HW_237",2,75,88.011,80,NA,745,764,2932,4970,5205
2014,"University of Nebraska"," NE","HW_240",2,80,88.011,83,NA,763,798,3443,4876,4344
2014,"University of Nebraska"," NE","HW_246",2,85,97.9932,88,NA,739,784,2495,4734,4398
2014,"University of Nebraska"," NE","HW_256",2,80,83.9978,76,NA,711,806,3430,4459,3739
2014,"University of Nebraska"," NE","HW_261",2,78,88.011,78,NA,725,779,3060,4526,5037
2014,"University of Nebraska"," NE","HW_266",2,76,86.0044,78,NA,737,798,3100,4412,3921
2014,"University of Nebraska"," NE","HW_267",2,85,97.9932,90,NA,692,767,2939,4075,3974
2014,"University of Nebraska"," NE","HW_29",2,85,99.9998,88,NA,702,794,1876,3349,3961
2014,"University of Nebraska"," NE","HW_37",2,78,81.9912,80,NA,731,749,3013,4136,4533
2014,"University of Nebraska"," NE","HW_44",2,78,88.011,80,NA,778,794,3591,5353,4876
2014,"University of Nebraska"," NE","HW_83",2,79,102.0064,90,NA,682,710,504,2925,2872
2014,"University of Nebraska"," NE","HW_98",2,70,84.9884,70,NA,770,762,2993,5299,4257
2014,"University of Nebraska"," NE","NE06545",2,84,89.0016,77,NA,748,754,3551,5138,4069
2014,"University of Nebraska"," NE","NE12568",2,80,89.9922,80,NA,750,740,2387,3457,3100
2014,"University of Nebraska"," NE","NE12571",2,90,94.996,86,NA,792,764,3914,5508,4170
2014,"University of Nebraska"," NE","NE13407",2,74,84.9884,70,NA,782,792,1984,4627,2764
2014,"University of Nebraska"," NE","NE13412",2,80,91.0082,80,NA,798,764,2441,4089,3134
2014,"University of Nebraska"," NE","NE13417",2,76,94.0054,82,NA,779,779,1688,3342,2542
2014,"University of Nebraska"," NE","NE13441",2,90,88.011,80,NA,759,803,3161,4862,4001
2014,"University of Nebraska"," NE","NE13449",2,77,84.9884,75,NA,757,798,3094,5528,5064
2014,"University of Nebraska"," NE","NE13470",2,76,86.995,73,NA,756,764,3632,5319,4943
2014,"University of Nebraska"," NE","NE13498",2,90,94.996,80,NA,798,821,3033,5050,3457
2014,"University of Nebraska"," NE","NE13510",2,72,88.011,73,NA,772,786,2818,5030,3679
2014,"University of Nebraska"," NE","NE13522",2,76,89.9922,80,NA,789,781,2939,5010,4284
2014,"University of Nebraska"," NE","NE13556",2,94,102.0064,80,NA,776,808,2730,4015,3436
2014,"University of Nebraska"," NE","NE13571",2,90,102.997,82,NA,753,764,2905,4452,3067
2014,"University of Nebraska"," NE","NE13589",2,89,99.9998,90,NA,780,798,3443,4660,4486
2014,"University of Nebraska"," NE","NE13593",2,90,99.9998,82,NA,780,784,3416,5057,3147
2014,"University of Nebraska"," NE","NE13607",2,82,96.012,76,NA,735,757,3773,4647,3396
2014,"University of Nebraska"," NE","NE13625",2,88,97.9932,90,NA,784,825,4687,5232,5414
2014,"University of Nebraska"," NE","NE13627",2,84,84.9884,72,NA,753,779,3289,4331,3759
2014,"University of Nebraska"," NE","NE13628",2,80,94.996,90,NA,784,830,3080,5151,4869
2014,"University of Nebraska"," NE","NE13630",2,70,84.9884,83,NA,733,779,2784,4977,4896
2014,"University of Nebraska"," NE","NE13637",2,80,94.996,82,NA,749,730,3046,5319,3161
2014,"University of Nebraska"," NE","NE13638",2,84,89.9922,80,NA,715,803,3329,3658,4956
2014,"University of Nebraska"," NE","NE13639",2,90,97.9932,88,NA,770,803,3490,4970,4398
2014,"University of Nebraska"," NE","NE13655",2,92,105.0036,94,NA,705,749,1338,1917,3880
2014,"University of Nebraska"," NE","NE13660",2,80,88.011,80,NA,725,801,3046,3376,4943
2014,"University of Nebraska"," NE","NE13680",2,92,105.0036,90,NA,783,794,2529,5044,4075
2014,"University of Nebraska"," NE","NE13695",2,93,111.9886,100,NA,747,808,3067,4479,4593
2014,"University of Nebraska"," NE","NE13697",2,85,94.0054,76,NA,760,762,3154,4022,4223
2014,"University of Nebraska"," NE","NE13698",2,76,94.0054,80,NA,765,767,3463,4788,3847
2014,"University of Nebraska"," NE","NE13700",2,92,102.0064,72,NA,764,764,2959,4365,3349
2014,"University of Nebraska"," NE","NH13415",2,78,86.0044,82,NA,795,784,3389,4479,4862
2014,"University of Nebraska"," NE","NH13606",2,78,89.9922,80,NA,749,798,3275,3443,4257
2014,"University of Nebraska"," NE","NH13692",2,100,110.0074,100,NA,741,789,3087,3591,4728
2014,"University of Nebraska"," NE","NH13693",2,90,108.0008,100,NA,730,759,3389,4297,4674
2014,"University of Nebraska"," NE","NW13455",2,85,94.996,83,NA,758,781,3746,4741,4613
2014,"University of Nebraska"," NE","NW13457",2,80,89.9922,78,NA,774,794,3215,4425,3490
2014,"University of Nebraska"," NE","NW13499",2,94,102.0064,88,NA,801,803,3436,5178,4048
2014,"University of Nebraska"," NE","NW13502",2,82,92.9894,77,NA,787,789,3295,4950,4398
2014,"University of Nebraska"," NE","NW13516",2,76,83.9978,70,NA,761,794,3262,5441,4035
2014,"University of Nebraska"," NE","NW13526",2,80,89.9922,80,NA,777,808,3410,4647,4311
2014,"University of Nebraska"," NE","NW13536",2,75,76.9874,64,NA,779,808,3793,4607,3551
2014,"University of Nebraska"," NE","NW13559",2,84,89.9922,68,NA,727,703,3793,4620,2266
2014,"University of Nebraska"," NE","NW13563",2,80,94.0054,76,NA,763,754,3174,5037,4243
2014,"University of Nebraska"," NE","NW13572",2,94,105.0036,94,NA,772,767,3423,4882,4069
2014,"University of Nebraska"," NE","NW13575",2,84,89.9922,84,NA,785,838,3941,4667,5111
2014,"University of Nebraska"," NE","NW13596",2,86,99.0092,64,NA,752,703,3927,5360,3107
2014,"University of Nebraska"," NE","NW13615",2,82,88.011,70,NA,735,754,3302,4365,4519
2014,"University of Nebraska"," NE","NW13652",2,88,99.9998,88,NA,778,819,2751,5145,4640
2014,"University of Nebraska"," NE","NW13666",2,70,72.009,73,NA,743,749,2919,3652,3504
2014,"University of Nebraska"," NE","NW13669",2,83,97.9932,80,NA,751,762,3107,5077,4418
2014,"University of Nebraska"," NE","TX1112_10",2,86,89.9922,78,NA,806,828,2522,5084,3954
2014,"University of Nebraska"," NE","TX1112_105",2,90,91.9988,74,NA,813,821,2986,4378,2401
2014,"University of Nebraska"," NE","TX1112_108",2,85,83.9978,70,NA,797,779,2959,4808,1937
2014,"University of Nebraska"," NE","TX1112_11",2,80,80.01,70,NA,797,773,2878,4492,2179
2014,"University of Nebraska"," NE","TX1112_111",2,86,91.9988,83,NA,756,762,2966,5151,3578
2014,"University of Nebraska"," NE","TX1112_112",2,82,91.9988,63,NA,829,757,2798,4539,2287
2014,"University of Nebraska"," NE","TX1112_113",2,70,75.9968,60,NA,796,744,2508,4748,1527
2014,"University of Nebraska"," NE","TX1112_115",2,84,81.9912,75,NA,798,840,3403,4156,2569
2014,"University of Nebraska"," NE","TX1112_119",2,86,89.9922,70,NA,801,798,3147,4560,2656
2014,"University of Nebraska"," NE","TX1112_122",2,84,80.01,70,NA,795,819,3867,4687,3813
2014,"University of Nebraska"," NE","TX1112_123",2,88,89.9922,70,NA,808,744,3215,3901,2374
2014,"University of Nebraska"," NE","TX1112_124",2,82,80.01,68,NA,797,764,3383,5003,2851
2014,"University of Nebraska"," NE","TX1112_46",2,70,73.9902,68,NA,798,811,2482,4311,2522
2014,"University of Nebraska"," NE","TX1112_48",2,84,81.9912,70,NA,791,801,3174,4580,2495
2014,"University of Nebraska"," NE","TX1112_52",2,80,86.0044,80,NA,769,789,3396,4997,4445
2014,"University of Nebraska"," NE","TX1112_63",2,76,86.0044,64,NA,785,759,2966,4425,1863
2014,"University of Nebraska"," NE","TX1112_65",2,84,88.011,80,NA,792,792,3322,4418,3921
2014,"University of Nebraska"," NE","TX1112_67",2,90,94.0054,80,NA,817,811,3046,4499,3598
2014,"University of Nebraska"," NE","TX1112_69",2,80,91.9988,88,NA,787,784,2340,4600,4270
2014,"University of Nebraska"," NE","TX1112_87",2,86,80.01,60,NA,792,776,3490,4365,2112
