TRAIT,LOC,ID,BLUEs
Yield,Lincoln,HW_29,41.07999614989463
Yield,Lincoln,HW_37,56.45434469363261
Yield,Lincoln,HW_44,61.8067503281064
Yield,Lincoln,HW_83,29.19411847719853
Yield,Lincoln,HW_98,65.14554292484995
Yield,Lincoln,NE06545,64.99810100849831
Yield,Lincoln,NE12568,42.49908521890607
Yield,Lincoln,NE12571,61.94030766000801
Yield,Lincoln,NE13407,56.011110031663556
Yield,Lincoln,NE13412,49.31975113412316
Yield,Lincoln,NE13417,36.641255323299895
Yield,Lincoln,NE13441,59.34120683250671
Yield,Lincoln,NE13449,62.66643703550835
Yield,Lincoln,NE13470,67.24041592062821
Yield,Lincoln,NE13498,57.778124638788604
Yield,Lincoln,NE13510,63.7136906919032
Yield,Lincoln,NE13522,64.12223166562916
Yield,Lincoln,NE13556,57.203164523936714
Yield,Lincoln,NE13571,55.516513625448574
Yield,Lincoln,NE13589,63.48030191115736
Yield,Lincoln,NE13593,58.16908521493061
Yield,Lincoln,NE13607,54.43694318115452
Yield,Lincoln,NE13625,67.8422993898669
Yield,Lincoln,NE13627,55.28268168992195
Yield,Lincoln,NE13628,55.41388691234668
Yield,Lincoln,NE13630,64.34208900006489
Yield,Lincoln,NE13637,57.030784330850686
Yield,Lincoln,NE13638,46.87354326005675
Yield,Lincoln,NE13639,66.89899716657705
Yield,Lincoln,NE13655,15.468685588550517
Yield,Lincoln,NE13660,42.00482455349995
Yield,Lincoln,NE13680,59.5433196262444
Yield,Lincoln,NE13695,53.52121872801773
Yield,Lincoln,NE13697,55.867779595266505
Yield,Lincoln,NE13698,60.69442790029167
Yield,Lincoln,NE13700,55.44442106501928
Yield,Lincoln,NH13415,52.79386431519434
Yield,Lincoln,NH13606,48.5667899325198
Yield,Lincoln,NH13692,38.364159508911825
Yield,Lincoln,NH13693,46.05387688089909
Yield,Lincoln,NW13455,60.55913673152883
Yield,Lincoln,NW13457,55.91503913170544
Yield,Lincoln,NW13499,58.07013913326084
Yield,Lincoln,NW13502,62.498345846237775
Yield,Lincoln,NW13516,59.803425466368445
Yield,Lincoln,NW13526,56.822730195950705
Yield,Lincoln,NW13536,52.70800922059883
Yield,Lincoln,NW13559,59.68917993153789
Yield,Lincoln,NW13563,55.50462221523971
Yield,Lincoln,NW13572,57.50298039086925
Yield,Lincoln,NW13575,57.04283036265669
Yield,Lincoln,NW13596,62.81984105025176
Yield,Lincoln,NW13615,54.24950306964824
Yield,Lincoln,NW13652,60.16152679582761
Yield,Lincoln,NW13666,38.07776539575133
Yield,Lincoln,NW13669,51.93762885470955
Yield,Lincoln,TX1112_10,50.8420374514277
Yield,Lincoln,TX1112_105,49.833834586091626
Yield,Lincoln,TX1112_108,51.05288959346378
Yield,Lincoln,TX1112_11,50.08401564200918
Yield,Lincoln,TX1112_111,47.93468201895319
Yield,Lincoln,TX1112_112,46.48208407831344
Yield,Lincoln,TX1112_113,51.66239631022471
Yield,Lincoln,TX1112_115,43.21451247936068
Yield,Lincoln,TX1112_119,51.556739442415754
Yield,Lincoln,TX1112_122,53.689973659973255
Yield,Lincoln,TX1112_123,42.2025565030413
Yield,Lincoln,TX1112_124,57.64677789025398
Yield,Lincoln,TX1112_46,44.71844718214969
Yield,Lincoln,TX1112_48,50.076666846891825
Yield,Lincoln,TX1112_52,48.14755780753273
Yield,Lincoln,TX1112_63,46.453720052762755
Yield,Lincoln,TX1112_65,51.853206168717726
Yield,Lincoln,TX1112_67,39.60536191976155
Yield,Lincoln,TX1112_69,49.74641569076755
Yield,Lincoln,TX1112_87,48.67564646298377
Yield,Sidney,11_26,57.56685198044705
Yield,Sidney,11_73,56.5073694959391
Yield,Sidney,13_13,61.30991137812709
Yield,Sidney,13_59,67.30217501030253
Yield,Sidney,14_10,63.64648817549814
Yield,Sidney,14_2,63.281537058629105
Yield,Sidney,14_22,61.473250057935225
Yield,Sidney,14_23,75.63715660781116
Yield,Sidney,14_31,60.50237280942893
Yield,Sidney,14_65,71.66599102866554
Yield,Sidney,14_66,50.68970849829767
Yield,Sidney,14_71,63.63853354312213
Yield,Sidney,14_83,69.35604693447064
Yield,Sidney,14_88,61.47281240240428
Yield,Sidney,15_18,64.2886808079631
Yield,Sidney,15_44,69.79591409908286
Yield,Sidney,4_12,61.67676925853521
Yield,Sidney,4_19,56.702058624155036
Yield,Sidney,7_101,60.35900446142515
Yield,Sidney,7_105,46.8251468329968
Yield,Sidney,7_11,65.27228102924994
Yield,Sidney,7_140,63.341645130268624
Yield,Sidney,7_29,61.91198604445899
Yield,Sidney,7_45,62.53307857579849
Yield,Sidney,7_55,51.38265766535205
Yield,Sidney,7_61,60.5818433335999
Yield,Sidney,7_86,51.99743932708512
Yield,Sidney,7_9,44.58648615534569
Yield,Sidney,CO11D1111,48.66768740644376
Yield,Sidney,CO11D1119,65.09689420701353
Yield,Sidney,CO11D1125,72.04528458266589
Yield,Sidney,CO11D1127,54.41536654218875
Yield,Sidney,CO11D1140,67.94383027698552
Yield,Sidney,CO11D1156,81.60173515564027
Yield,Sidney,CO11D1159,72.13824385140494
Yield,Sidney,CO11D1174,51.79899433036151
Yield,Sidney,CO11D1182,64.16332908330762
Yield,Sidney,CO11D1186,58.95393543587249
Yield,Sidney,CO11D1190,75.56630535670706
Yield,Sidney,CO11D1213,71.64668703227173
Yield,Sidney,CO11D1219,57.967201815331784
Yield,Sidney,CO11D1221,66.10027372015479
Yield,Sidney,CO11D1231,68.6744712074732
Yield,Sidney,CO11D1236,70.9189496869613
Yield,Sidney,CO11D1240,47.538029774377094
Yield,Sidney,CO11D1248,68.11203579449601
Yield,Sidney,CO11D1268,66.91019905586101
Yield,Sidney,CO11D1287,60.26715525190978
Yield,Sidney,CO11D1298,73.94812582392865
Yield,Sidney,CO11D1302W,68.35929300174091
Yield,Sidney,CO11D1312,72.12678895498965
Yield,Sidney,CO11D1315W,67.18386360980254
Yield,Sidney,CO11D1316W,66.97271814774108
Yield,Sidney,CO11D1322,60.092033361645
Yield,Sidney,CO11D1341,70.40516704968019
Yield,Sidney,CO11D1353,77.84020030238072
Yield,Sidney,CO11D1371,69.29164546025386
Yield,Sidney,CO11D1380,68.86337372694366
Yield,Sidney,CO11D1397,66.40240463496656
Yield,Sidney,CO11D1409,73.264019666084
Yield,Sidney,CO11D1414,75.75116118560324
Yield,Sidney,CO11D1418,68.8850295144157
Yield,Sidney,CO11D1431,63.24788474400446
Yield,Sidney,CO11D1539,71.8963256386975
Yield,Sidney,CO11D1542,68.23619720202747
Yield,Sidney,CO11D1543,66.39999075905486
Yield,Sidney,CO11D1545,77.64475380731218
Yield,Sidney,CO11D1555W,74.86174204439257
Yield,Sidney,CO11D1559,68.53571590618199
Yield,Sidney,CO11D1584,61.605756743186355
Yield,Sidney,CO11D1600W,77.32619766966822
Yield,Sidney,CO11D1615,60.98674141968123
Yield,Sidney,CO11D1620,62.03200333473011
Yield,Sidney,CO11D1631,64.7565828702517
Yield,Sidney,CO11D1633,61.20625796407921
Yield,Sidney,CO11D1642,61.988384086319606
Yield,Sidney,CO11D1644,54.18619359639144
Yield,Sidney,CO11D1645,54.82463334253633
Yield,Sidney,CO11D1647,73.69664527684905
Yield,Sidney,CO11D1654,68.92470674424806
Yield,Sidney,CO11D1656,45.0158225757582
Yield,Sidney,CO11D1657,66.57678632169564
Yield,Sidney,CO11D1665,52.51202433467786
Yield,Sidney,CO11D1686,70.97462322447728
Yield,Sidney,CO11D1715,64.73187262331054
Yield,Sidney,CO11D1731,47.64119311413264
Yield,Sidney,CO11D1746,60.908478671398534
Yield,Sidney,CO11D1758W,54.40535561547855
Yield,Sidney,CO11D1767,74.65775662412825
Yield,Sidney,CO11D1789,66.00528956035913
Yield,Sidney,CO11D1799,59.227251614391925
Yield,Sidney,CT103,49.87837438777039
Yield,Sidney,CT110,39.36565421533117
Yield,Sidney,CT111,46.06225462471336
Yield,Sidney,CT112,42.07405082211014
Yield,Sidney,CT115,44.32905620009727
Yield,Sidney,CT125,38.839024679250016
Yield,Sidney,CT135,37.39306473978416
Yield,Sidney,CT154,46.85601775251944
Yield,Sidney,CT163,48.34216307928618
Yield,Sidney,CT185,50.37604377365681
Yield,Sidney,CT194,60.805170765145526
Yield,Sidney,CT199,55.997291563698035
Yield,Sidney,CT213,58.60271047589446
Yield,Sidney,CT224,31.844415355209893
Yield,Sidney,CT237,53.31972188729086
Yield,Sidney,CT30,34.98234225177813
Yield,Sidney,CT38,47.39441853158754
Yield,Sidney,CT64,40.571564169134554
Yield,Sidney,CT69,52.30873771124593
Yield,Sidney,CT95,48.842787714670756
Yield,Sidney,GOODSYN12,50.66957484370197
Yield,Sidney,GOODSYN17,55.52234513027174
Yield,Sidney,GOODSYN23,69.88023683852133
Yield,Sidney,GOODSYN28,69.33245902925063
Yield,Sidney,GOODSYN35,69.46644695555497
Yield,Sidney,GOODSYN37,61.12675408045252
Yield,Sidney,GOODSYN43,54.824506474008906
Yield,Sidney,GOODSYN44,53.22919870320442
Yield,Sidney,GOODSYN5,68.71500916151118
Yield,Sidney,GOODSYN51,52.492023688855966
Yield,Sidney,GOODSYN58,61.03223010388829
Yield,Sidney,GOODSYN61,48.29223970344908
Yield,Sidney,GOODSYN62,48.997151449388745
Yield,Sidney,GOODSYN72,76.28558930738595
Yield,Sidney,GOODSYN8,62.131194028393814
Yield,Sidney,GOODSYN80,67.82611088885425
Yield,Sidney,GOODSYN82,64.78161126638891
Yield,Sidney,GOODSYN88,70.91791480805846
Yield,Sidney,HW_124,62.49596073730017
Yield,Sidney,HW_132,45.545695136067295
Yield,Sidney,HW_133,67.07366785128282
Yield,Sidney,HW_141,51.58173047787388
Yield,Sidney,HW_155,56.74685817457653
Yield,Sidney,HW_174,41.72967887346535
Yield,Sidney,HW_175,61.00391224427981
Yield,Sidney,HW_182,60.815948477108925
Yield,Sidney,HW_237,66.01528087723358
Yield,Sidney,HW_240,65.70806912016697
Yield,Sidney,HW_246,65.765613136955
Yield,Sidney,HW_256,49.046550487243806
Yield,Sidney,HW_261,66.3067299258486
Yield,Sidney,HW_266,59.65379898469369
Yield,Sidney,HW_267,67.84587803134355
Yield,Sidney,HW_29,62.01618150677134
Yield,Sidney,HW_37,62.982983377329
Yield,Sidney,HW_44,69.53350594991998
Yield,Sidney,HW_83,50.64243658680953
Yield,Sidney,HW_98,70.4487197255409
Yield,Sidney,NE06545,60.61425632910255
Yield,Sidney,NE12568,35.30870234593282
Yield,Sidney,NE12571,58.03950641447971
Yield,Sidney,NE13407,54.800349421320156
Yield,Sidney,NE13412,45.791539719821095
Yield,Sidney,NE13417,44.79767071849455
Yield,Sidney,NE13441,58.541447045359384
Yield,Sidney,NE13449,68.91572166808051
Yield,Sidney,NE13470,73.1894749832767
Yield,Sidney,NE13498,64.64010849294445
Yield,Sidney,NE13510,54.677065821141134
Yield,Sidney,NE13522,64.70934337672888
Yield,Sidney,NE13556,59.30887843244073
Yield,Sidney,NE13571,59.72785342666625
Yield,Sidney,NE13589,72.32270238757312
Yield,Sidney,NE13593,60.09567677216524
Yield,Sidney,NE13607,60.63782194571758
Yield,Sidney,NE13625,76.48140080149233
Yield,Sidney,NE13627,68.95685586011744
Yield,Sidney,NE13628,65.74230920134681
Yield,Sidney,NE13630,64.01025657110617
Yield,Sidney,NE13637,59.00322090425751
Yield,Sidney,NE13638,69.51457385276254
Yield,Sidney,NE13639,67.96176914885737
Yield,Sidney,NE13655,52.92728509648723
Yield,Sidney,NE13660,66.20479587615908
Yield,Sidney,NE13680,68.51682729708223
Yield,Sidney,NE13695,66.33674952240894
Yield,Sidney,NE13697,68.62076422569727
Yield,Sidney,NE13698,71.10277359524316
Yield,Sidney,NE13700,55.7077274672928
Yield,Sidney,NH13415,63.56738948259218
Yield,Sidney,NH13606,61.47251473115647
Yield,Sidney,NH13692,68.10395033637609
Yield,Sidney,NH13693,69.68188822017402
Yield,Sidney,NW13455,66.15901051932612
Yield,Sidney,NW13457,62.272515502223435
Yield,Sidney,NW13499,65.11678678255328
Yield,Sidney,NW13502,66.39641628170267
Yield,Sidney,NW13516,74.08029019470038
Yield,Sidney,NW13526,66.11938329083829
Yield,Sidney,NW13536,52.87357435542275
Yield,Sidney,NW13559,53.38247442382968
Yield,Sidney,NW13563,71.73950604093167
Yield,Sidney,NW13572,66.12374486102007
Yield,Sidney,NW13575,77.47978281609521
Yield,Sidney,NW13596,61.43409565412495
Yield,Sidney,NW13615,73.53455714052525
Yield,Sidney,NW13652,59.13574562829118
Yield,Sidney,NW13666,58.200536235531
Yield,Sidney,NW13669,62.36747792228018
Yield,Sidney,TX1112_10,59.35274246618753
Yield,Sidney,TX1112_105,53.396019235297636
Yield,Sidney,TX1112_108,48.53841049324113
Yield,Sidney,TX1112_11,51.64879900099858
Yield,Sidney,TX1112_111,60.06338394875481
Yield,Sidney,TX1112_112,48.40249421941484
Yield,Sidney,TX1112_113,35.36038727289578
Yield,Sidney,TX1112_115,49.05619088105018
Yield,Sidney,TX1112_119,44.63142373800336
Yield,Sidney,TX1112_122,63.1826912151763
Yield,Sidney,TX1112_123,44.43670114043145
Yield,Sidney,TX1112_124,46.68828648719527
Yield,Sidney,TX1112_46,45.2825249496466
Yield,Sidney,TX1112_48,46.26364971814604
Yield,Sidney,TX1112_52,70.71161668267715
Yield,Sidney,TX1112_63,49.43535326529611
Yield,Sidney,TX1112_65,63.39700588919853
Yield,Sidney,TX1112_67,59.761198599446466
Yield,Sidney,TX1112_69,63.23720912932267
Yield,Sidney,TX1112_87,45.02317443372421
TW,Across Locations,11_26,62.9353026813248
TW,Across Locations,11_73,61.81091272602814
TW,Across Locations,13_13,60.974271775495225
TW,Across Locations,13_59,60.34616949321694
TW,Across Locations,14_10,61.11820360715188
TW,Across Locations,14_2,62.51151943752375
TW,Across Locations,14_22,59.32098102431521
TW,Across Locations,14_23,60.68086283065153
TW,Across Locations,14_31,61.898500293526446
TW,Across Locations,14_65,62.22773981076052
TW,Across Locations,14_66,62.104544137339715
TW,Across Locations,14_71,61.53705134771478
TW,Across Locations,14_83,62.745810430001264
TW,Across Locations,14_88,62.7675911303388
TW,Across Locations,15_18,62.591219074408436
TW,Across Locations,15_44,62.66003214393533
TW,Across Locations,4_12,60.155407452651694
TW,Across Locations,4_19,58.54216435560551
TW,Across Locations,7_101,62.56358917818418
TW,Across Locations,7_105,62.433800773628306
TW,Across Locations,7_11,61.105157250003124
TW,Across Locations,7_140,62.01637835864827
TW,Across Locations,7_29,61.07365621840979
TW,Across Locations,7_45,60.56456373098203
TW,Across Locations,7_55,59.953804165764055
TW,Across Locations,7_61,63.68766933568899
TW,Across Locations,7_86,62.05806949323386
TW,Across Locations,7_9,61.97772927419238
TW,Across Locations,CO11D1111,61.36464218963407
TW,Across Locations,CO11D1119,58.54010126830909
TW,Across Locations,CO11D1125,59.64133374543265
TW,Across Locations,CO11D1127,61.48459048592465
TW,Across Locations,CO11D1140,61.30465152988195
TW,Across Locations,CO11D1156,62.52118140902627
TW,Across Locations,CO11D1159,62.868114570107785
TW,Across Locations,CO11D1174,59.31784676003559
TW,Across Locations,CO11D1182,62.95031649509853
TW,Across Locations,CO11D1186,62.275432342765086
TW,Across Locations,CO11D1190,61.91228301139674
TW,Across Locations,CO11D1213,61.51519115603804
TW,Across Locations,CO11D1219,62.011750756092425
TW,Across Locations,CO11D1221,59.784899372209686
TW,Across Locations,CO11D1231,60.04052559160224
TW,Across Locations,CO11D1236,60.934681325476326
TW,Across Locations,CO11D1240,58.75691841397764
TW,Across Locations,CO11D1248,62.31788012527378
TW,Across Locations,CO11D1268,62.59718633795192
TW,Across Locations,CO11D1287,62.301018540408904
TW,Across Locations,CO11D1298,61.50676180237769
TW,Across Locations,CO11D1302W,62.17540727223764
TW,Across Locations,CO11D1312,60.79730975740188
TW,Across Locations,CO11D1315W,60.127459498417835
TW,Across Locations,CO11D1316W,60.7367978316574
TW,Across Locations,CO11D1322,60.968861048113055
TW,Across Locations,CO11D1341,62.846673372007196
TW,Across Locations,CO11D1353,61.88147463307036
TW,Across Locations,CO11D1371,62.40951971692434
TW,Across Locations,CO11D1380,61.57209809331972
TW,Across Locations,CO11D1397,61.669493241658834
TW,Across Locations,CO11D1409,61.44509071659337
TW,Across Locations,CO11D1414,60.714845651248
TW,Across Locations,CO11D1418,63.361378528322966
TW,Across Locations,CO11D1431,60.81374719612333
TW,Across Locations,CO11D1539,60.63545868640395
TW,Across Locations,CO11D1542,59.730339677778495
TW,Across Locations,CO11D1543,61.059056124726204
TW,Across Locations,CO11D1545,61.2497631826535
TW,Across Locations,CO11D1555W,64.65904133507266
TW,Across Locations,CO11D1559,63.64186062760346
TW,Across Locations,CO11D1584,63.78379194839106
TW,Across Locations,CO11D1600W,62.28112591336231
TW,Across Locations,CO11D1615,60.16958283802824
TW,Across Locations,CO11D1620,58.07518850995486
TW,Across Locations,CO11D1631,58.14142037867154
TW,Across Locations,CO11D1633,58.997400461306555
TW,Across Locations,CO11D1642,61.52246288774358
TW,Across Locations,CO11D1644,61.163657102688276
TW,Across Locations,CO11D1645,61.381909516304354
TW,Across Locations,CO11D1647,63.29497652055554
TW,Across Locations,CO11D1654,60.88926856885311
TW,Across Locations,CO11D1656,60.500484346104855
TW,Across Locations,CO11D1657,58.86218250818448
TW,Across Locations,CO11D1665,61.00680267385255
TW,Across Locations,CO11D1686,59.774810409397524
TW,Across Locations,CO11D1715,60.96007383154945
TW,Across Locations,CO11D1731,60.947317216639746
TW,Across Locations,CO11D1746,61.780921219883325
TW,Across Locations,CO11D1758W,62.42951841143348
TW,Across Locations,CO11D1767,59.77567190811507
TW,Across Locations,CO11D1789,60.182199798852224
TW,Across Locations,CO11D1799,60.00271149039413
TW,Across Locations,CT103,61.05799847448937
TW,Across Locations,CT110,54.93761626204108
TW,Across Locations,CT111,57.94342161279369
TW,Across Locations,CT112,58.6953534681198
TW,Across Locations,CT115,57.64996038527187
TW,Across Locations,CT125,57.67743523035533
TW,Across Locations,CT135,57.82332153439172
TW,Across Locations,CT154,56.25972649094799
TW,Across Locations,CT163,56.27466307429044
TW,Across Locations,CT185,59.74019420300272
TW,Across Locations,CT194,57.260161126527215
TW,Across Locations,CT199,57.11674340413068
TW,Across Locations,CT213,60.30778292368717
TW,Across Locations,CT224,59.08491040029276
TW,Across Locations,CT237,58.51605490506672
TW,Across Locations,CT30,59.593789045839436
TW,Across Locations,CT38,60.50530776499153
TW,Across Locations,CT64,59.904620054440024
TW,Across Locations,CT69,60.169632951280754
TW,Across Locations,CT95,61.53093076973152
TW,Across Locations,GOODSYN12,61.698104988777665
TW,Across Locations,GOODSYN17,61.78284895800096
TW,Across Locations,GOODSYN23,60.26615543225516
TW,Across Locations,GOODSYN28,61.60384446111273
TW,Across Locations,GOODSYN35,60.956662173815516
TW,Across Locations,GOODSYN37,59.576152470203496
TW,Across Locations,GOODSYN43,62.25110114634329
TW,Across Locations,GOODSYN44,59.854075808742515
TW,Across Locations,GOODSYN5,61.502870223388534
TW,Across Locations,GOODSYN51,61.326943774892605
TW,Across Locations,GOODSYN58,61.295138550698994
TW,Across Locations,GOODSYN61,59.84162729268694
TW,Across Locations,GOODSYN62,60.031510985177675
TW,Across Locations,GOODSYN72,60.73298271671798
TW,Across Locations,GOODSYN8,60.94916253194814
TW,Across Locations,GOODSYN80,61.86692925175981
TW,Across Locations,GOODSYN82,62.3254591830806
TW,Across Locations,GOODSYN88,63.294242383473815
TW,Across Locations,HW_124,59.70992013294908
TW,Across Locations,HW_132,56.464229626720396
TW,Across Locations,HW_133,56.5500070955742
TW,Across Locations,HW_141,56.77131302297965
TW,Across Locations,HW_155,57.858314089351644
TW,Across Locations,HW_174,59.580603311432874
TW,Across Locations,HW_175,59.11559621049538
TW,Across Locations,HW_182,57.421911224016256
TW,Across Locations,HW_237,59.1926551019887
TW,Across Locations,HW_240,60.94010922692777
TW,Across Locations,HW_246,58.80001157699152
TW,Across Locations,HW_256,59.064487067669255
TW,Across Locations,HW_261,58.80015371077435
TW,Across Locations,HW_266,59.03030391398182
TW,Across Locations,HW_267,57.666271351229746
TW,Across Locations,HW_29,58.4592794858706
TW,Across Locations,HW_37,59.2701610984567
TW,Across Locations,HW_44,60.632808150276105
TW,Across Locations,HW_83,55.72021372408781
TW,Across Locations,HW_98,60.1216248349502
TW,Across Locations,NE06545,59.02195203652439
TW,Across Locations,NE12568,59.34434929623353
TW,Across Locations,NE12571,61.40448459374083
TW,Across Locations,NE13407,61.459327557814426
TW,Across Locations,NE13412,61.46156842552429
TW,Across Locations,NE13417,61.700719726518805
TW,Across Locations,NE13441,60.80795787439609
TW,Across Locations,NE13449,60.34408755528171
TW,Across Locations,NE13470,60.05128208601114
TW,Across Locations,NE13498,64.26890957764752
TW,Across Locations,NE13510,60.70608626723887
TW,Across Locations,NE13522,60.82094479195638
TW,Across Locations,NE13556,62.169882570038396
TW,Across Locations,NE13571,60.04492869100646
TW,Across Locations,NE13589,61.39640364698166
TW,Across Locations,NE13593,61.79326512861165
TW,Across Locations,NE13607,59.39990348159514
TW,Across Locations,NE13625,62.52864807013585
TW,Across Locations,NE13627,60.33608469956507
TW,Across Locations,NE13628,62.57064280148284
TW,Across Locations,NE13630,58.846070093096785
TW,Across Locations,NE13637,58.53591718551272
TW,Across Locations,NE13638,59.000861244048735
TW,Across Locations,NE13639,60.9458642173247
TW,Across Locations,NE13655,56.43970725742198
TW,Across Locations,NE13660,59.36159968922244
TW,Across Locations,NE13680,61.52075374291874
TW,Across Locations,NE13695,60.867735841946725
TW,Across Locations,NE13697,59.578455636755635
TW,Across Locations,NE13698,59.586439075553585
TW,Across Locations,NE13700,59.28575225420623
TW,Across Locations,NH13415,61.936022455007055
TW,Across Locations,NH13606,59.72006019504107
TW,Across Locations,NH13692,59.07980238939912
TW,Across Locations,NH13693,57.81849491792688
TW,Across Locations,NW13455,60.37100644661184
TW,Across Locations,NW13457,61.552684387575994
TW,Across Locations,NW13499,62.044060864515586
TW,Across Locations,NW13502,61.27935737162406
TW,Across Locations,NW13516,60.760266980730826
TW,Across Locations,NW13526,61.608281711002476
TW,Across Locations,NW13536,61.00644075214276
TW,Across Locations,NW13559,58.37577104729062
TW,Across Locations,NW13563,60.16163889264989
TW,Across Locations,NW13572,61.25663984717186
TW,Across Locations,NW13575,62.491391546791924
TW,Across Locations,NW13596,58.86661901659016
TW,Across Locations,NW13615,58.58487516384603
TW,Across Locations,NW13652,61.64469140477108
TW,Across Locations,NW13666,58.44917491832001
TW,Across Locations,NW13669,59.89805025610188
TW,Across Locations,TX1112_10,63.537803242098576
TW,Across Locations,TX1112_105,62.74736248121533
TW,Across Locations,TX1112_108,61.652579333388346
TW,Across Locations,TX1112_11,61.94006955491864
TW,Across Locations,TX1112_111,58.7249793848407
TW,Across Locations,TX1112_112,62.92507267209841
TW,Across Locations,TX1112_113,61.36798038500036
TW,Across Locations,TX1112_115,62.4461022762173
TW,Across Locations,TX1112_119,62.70489117675348
TW,Across Locations,TX1112_122,62.92211228954971
TW,Across Locations,TX1112_123,61.50718464706913
TW,Across Locations,TX1112_124,61.37935050678644
TW,Across Locations,TX1112_46,61.417201379610134
TW,Across Locations,TX1112_48,61.82970318035638
TW,Across Locations,TX1112_52,61.48983040815996
TW,Across Locations,TX1112_63,60.62978860456112
TW,Across Locations,TX1112_65,62.23235086309469
TW,Across Locations,TX1112_67,64.17547640811071
TW,Across Locations,TX1112_69,61.00785453086141
TW,Across Locations,TX1112_87,61.84131803155082
TW,Lincoln,11_26,62.95955917474738
TW,Lincoln,11_73,62.21426200071501
TW,Lincoln,13_13,60.07493590764165
TW,Lincoln,13_59,58.42651658134175
TW,Lincoln,14_10,62.81231372494313
TW,Lincoln,14_2,63.51405551336783
TW,Lincoln,14_22,60.27957213907395
TW,Lincoln,14_23,60.5064627961315
TW,Lincoln,14_31,61.737060747078694
TW,Lincoln,14_65,62.469442797276095
TW,Lincoln,14_66,62.21848618103437
TW,Lincoln,14_71,62.3184962455126
TW,Lincoln,14_83,62.810808621612686
TW,Lincoln,14_88,63.99595586977796
TW,Lincoln,15_18,62.37869445802927
TW,Lincoln,15_44,61.67652515530345
TW,Lincoln,4_12,59.11788628236077
TW,Lincoln,4_19,61.08818068669583
TW,Lincoln,7_101,62.90655739266126
TW,Lincoln,7_105,62.35112116524762
TW,Lincoln,7_11,60.571740444821124
TW,Lincoln,7_140,62.26840157233214
TW,Lincoln,7_29,62.00926215146161
TW,Lincoln,7_45,60.682550150678985
TW,Lincoln,7_55,60.79599773763056
TW,Lincoln,7_61,62.36009187919027
TW,Lincoln,7_86,61.56681994665744
TW,Lincoln,7_9,61.88253867721519
TW,Lincoln,CO11D1111,61.32469578358908
TW,Lincoln,CO11D1119,59.96725910706912
TW,Lincoln,CO11D1125,59.18707125807039
TW,Lincoln,CO11D1127,62.83282890118869
TW,Lincoln,CO11D1140,59.63794742027715
TW,Lincoln,CO11D1156,62.331313914170764
TW,Lincoln,CO11D1159,61.855246198854516
TW,Lincoln,CO11D1174,59.652704761336196
TW,Lincoln,CO11D1182,63.0260210826831
TW,Lincoln,CO11D1186,61.32431869962631
TW,Lincoln,CO11D1190,61.583249739805304
TW,Lincoln,CO11D1213,61.84476442775782
TW,Lincoln,CO11D1219,61.254711870157486
TW,Lincoln,CO11D1221,59.84006604525918
TW,Lincoln,CO11D1231,59.08832274169576
TW,Lincoln,CO11D1236,60.10675929546627
TW,Lincoln,CO11D1240,59.77625395954255
TW,Lincoln,CO11D1248,62.36192260638611
TW,Lincoln,CO11D1268,62.81205822281276
TW,Lincoln,CO11D1287,61.685794521572774
TW,Lincoln,CO11D1298,61.45442645138421
TW,Lincoln,CO11D1302W,62.096194412039495
TW,Lincoln,CO11D1312,61.48649132926599
TW,Lincoln,CO11D1315W,58.80147861090368
TW,Lincoln,CO11D1316W,59.92501008284563
TW,Lincoln,CO11D1322,59.681003147915575
TW,Lincoln,CO11D1341,63.14202294888947
TW,Lincoln,CO11D1353,61.874980953466775
TW,Lincoln,CO11D1371,63.48357967147038
TW,Lincoln,CO11D1380,61.23668758916525
TW,Lincoln,CO11D1397,60.77714361174969
TW,Lincoln,CO11D1409,61.67530984530047
TW,Lincoln,CO11D1414,60.06580515254124
TW,Lincoln,CO11D1418,63.56857213784813
TW,Lincoln,CO11D1431,61.814616566323046
TW,Lincoln,CO11D1539,60.876887795781286
TW,Lincoln,CO11D1542,59.38139788981694
TW,Lincoln,CO11D1543,61.395746552831596
TW,Lincoln,CO11D1545,61.6386796094871
TW,Lincoln,CO11D1555W,63.479904007177474
TW,Lincoln,CO11D1559,62.704592036687195
TW,Lincoln,CO11D1584,63.79308153382578
TW,Lincoln,CO11D1600W,61.65741586556642
TW,Lincoln,CO11D1615,58.78249489799103
TW,Lincoln,CO11D1620,57.4863522020986
TW,Lincoln,CO11D1631,58.175631797341815
TW,Lincoln,CO11D1633,57.94522417527954
TW,Lincoln,CO11D1642,61.99760037241242
TW,Lincoln,CO11D1644,63.46123671873754
TW,Lincoln,CO11D1645,62.571738510151604
TW,Lincoln,CO11D1647,63.08330170526838
TW,Lincoln,CO11D1654,60.659668405280584
TW,Lincoln,CO11D1656,60.69995985968301
TW,Lincoln,CO11D1657,57.74885535003946
TW,Lincoln,CO11D1665,61.438924422343504
TW,Lincoln,CO11D1686,59.16778666580235
TW,Lincoln,CO11D1715,61.40276927085174
TW,Lincoln,CO11D1731,61.332509407998785
TW,Lincoln,CO11D1746,60.675863272054876
TW,Lincoln,CO11D1758W,61.670179407612594
TW,Lincoln,CO11D1767,58.968115449288476
TW,Lincoln,CO11D1789,58.77898103395425
TW,Lincoln,CO11D1799,59.74573165254832
TW,Lincoln,CT103,61.78777980046702
TW,Lincoln,CT110,55.99486551017243
